Unique.ID,start.year,Date,Ration,Tank,Strain,Treatment,FishNumber,PitTag Number,Length.mm,Weight.g
20060410,2006,9/12/06,High,4,Scott,1,10,9102133446,80,6.7
20060411,2006,9/12/06,High,4,Scott,1,11,9102124441,,
20060412,2006,9/12/06,High,4,Scott,1,12,9105252813,67,3.7
20060413,2006,9/12/06,High,4,Scott,1,13,9101950086,90,8.6
20060414,2006,9/12/06,High,4,Scott,1,14,9105271671,47,1.3
20060415,2006,9/12/06,High,4,Scott,1,15,9105279752,62,3.1
20060416,2006,9/12/06,High,4,Scott,1,16,9102055451,96,11.4
20060417,2006,9/12/06,High,4,Scott,1,17,9105269014,65,3
20060418,2006,9/12/06,High,4,Scott,1,18,9101953653,87,9.1
20060419,2006,9/12/06,High,4,Scott,1,19,9102047236,101,13
20060420,2006,9/12/06,High,4,Scott,1,20,9102057374,70,4.2
20060401,2006,10/9/06,High,4,Scott,1,1,9105233522,67,3.7
20060402,2006,10/9/06,High,4,Scott,1,2,,,
20060403,2006,10/9/06,High,4,Scott,1,3,9105257874,76,5.5
20060404,2006,10/9/06,High,4,Scott,1,4,9105274821,86,8.2
20060405,2006,10/9/06,High,4,Scott,1,5,9105238721,69,4.7
20060406,2006,10/9/06,High,4,Scott,1,6,9105276109,70,4.2
20060407,2006,10/9/06,High,4,Scott,1,7,9105256249,102,13.3
20060408,2006,10/9/06,High,4,Scott,1,8,9105234219,75,5.6
20060409,2006,10/9/06,High,4,Scott,1,9,9105239591,74,4.7
20060410,2006,10/9/06,High,4,Scott,1,10,9102133446,94,10.7
20060411,2006,10/9/06,High,4,Scott,1,11,9102124441,,
20060412,2006,10/9/06,High,4,Scott,1,12,9105252813,75,6.1
20060413,2006,10/9/06,High,4,Scott,1,13,9101950086,110,16.7
20060414,2006,10/9/06,High,4,Scott,1,14,9105271671,53,1.9
20060415,2006,10/9/06,High,4,Scott,1,15,9105279752,72,4.7
20060416,2006,10/9/06,High,4,Scott,1,16,9102055451,114,20.2
20060417,2006,10/9/06,High,4,Scott,1,17,9105269014,73,5.1
20060418,2006,10/9/06,High,4,Scott,1,18,9101953653,110,16.7
20060419,2006,10/9/06,High,4,Scott,1,19,9102047236,122,22.4
20060420,2006,10/9/06,High,4,Scott,1,20,9102057374,110,16.7
20060401,2006,11/6/06,Low,4,Scott,1,1,9105233522,72,4.5
20060402,2006,11/6/06,Low,4,Scott,1,2,,,
20060403,2006,11/6/06,Low,4,Scott,1,3,9105257874,84,6.8
20060404,2006,11/6/06,Low,4,Scott,1,4,9105274821,101,13.1
20060405,2006,11/6/06,Low,4,Scott,1,5,9105238721,74,5.2
20060406,2006,11/6/06,Low,4,Scott,1,6,9105276109,77,5.6
20060407,2006,11/6/06,Low,4,Scott,1,7,9105256249,120,21.7
20060408,2006,11/6/06,Low,4,Scott,1,8,9105234219,86,8.2
20060409,2006,11/6/06,Low,4,Scott,1,9,9105239591,82,6.7
20060410,2006,11/6/06,Low,4,Scott,1,10,9102133446,110,15.9
20060411,2006,11/6/06,Low,4,Scott,1,11,9102124441,,
20060412,2006,11/6/06,Low,4,Scott,1,12,9105252813,85,8.2
20060413,2006,11/6/06,Low,4,Scott,1,13,9101950086,132,27
20060414,2006,11/6/06,Low,4,Scott,1,14,9105271671,57,2.3
20060415,2006,11/6/06,Low,4,Scott,1,15,9105279752,80,6.3
20060416,2006,11/6/06,Low,4,Scott,1,16,9102055451,128,27.3
20060417,2006,11/6/06,Low,4,Scott,1,17,9105269014,83,6.6
20060418,2006,11/6/06,Low,4,Scott,1,18,9101953653,122,22
20060419,2006,11/6/06,Low,4,Scott,1,19,9102047236,141,34.1
20060420,2006,11/6/06,Low,4,Scott,1,20,9102057374,126,22.5
20060401,2006,12/4/06,Low,4,Scott,1,1,9105233522,80,6
20060402,2006,12/4/06,Low,4,Scott,1,2,,,
20060403,2006,12/4/06,Low,4,Scott,1,3,9105257874,97,11.5
20060404,2006,12/4/06,Low,4,Scott,1,4,9105274821,117,19.9
20060405,2006,12/4/06,Low,4,Scott,1,5,9105238721,79,6.4
20060406,2006,12/4/06,Low,4,Scott,1,6,9105276109,86,7.4
20060407,2006,12/4/06,Low,4,Scott,1,7,9105256249,133,29.8
20060408,2006,12/4/06,Low,4,Scott,1,8,9105234219,99,13.3
20060409,2006,12/4/06,Low,4,Scott,1,9,9105239591,92,9.4
20060410,2006,12/4/06,Low,4,Scott,1,10,9102133446,125,24.1
20060411,2006,12/4/06,Low,4,Scott,1,11,9102124441,,
20060412,2006,12/4/06,Low,4,Scott,1,12,9105252813,96,12.2
20060413,2006,12/4/06,Low,4,Scott,1,13,9101950086,145,35.5
20060414,2006,12/4/06,Low,4,Scott,1,14,9105271671,62,2.9
20060415,2006,12/4/06,Low,4,Scott,1,15,9105279752,90,8.6
20060416,2006,12/4/06,Low,4,Scott,1,16,9102055451,142,38
20060417,2006,12/4/06,Low,4,Scott,1,17,9105269014,92,9.3
20060418,2006,12/4/06,Low,4,Scott,1,18,9101953653,134,31.8
20060419,2006,12/4/06,Low,4,Scott,1,19,9102047236,158,52.4
20060420,2006,12/4/06,Low,4,Scott,1,20,9102057374,138,31.6
20060401,2006,1/2/07,Low,4,Scott,1,1,9105233522,89,8.6
20060402,2006,1/2/07,Low,4,Scott,1,2,,,
20060403,2006,1/2/07,Low,4,Scott,1,3,9105257874,121,20.5
20060404,2006,1/2/07,Low,4,Scott,1,4,9105274821,132,26.8
20060405,2006,1/2/07,Low,4,Scott,1,5,9105238721,86,8.2
20060406,2006,1/2/07,Low,4,Scott,1,6,9105276109,95,9.8
20060407,2006,1/2/07,Low,4,Scott,1,7,9105256249,147,37.6
20060408,2006,1/2/07,Low,4,Scott,1,8,9105234219,117,19.5
20060409,2006,1/2/07,Low,4,Scott,1,9,9105239591,,
20060410,2006,1/2/07,Low,4,Scott,1,10,9102133446,140,33.5
20060411,2006,1/2/07,Low,4,Scott,1,11,9102124441,,
20060412,2006,1/2/07,Low,4,Scott,1,12,9105252813,115,19.2
20060413,2006,1/2/07,Low,4,Scott,1,13,9101950086,,
20060414,2006,1/2/07,Low,4,Scott,1,14,9105271671,67,3.5
20060415,2006,1/2/07,Low,4,Scott,1,15,9105279752,110,15.4
20060416,2006,1/2/07,Low,4,Scott,1,16,9102055451,156,47.8
20060417,2006,1/2/07,Low,4,Scott,1,17,9105269014,107,13.2
20060418,2006,1/2/07,Low,4,Scott,1,18,9101953653,158,49.5
20060419,2006,1/2/07,Low,4,Scott,1,19,9102047236,173,60.5
20060420,2006,1/2/07,Low,4,Scott,1,20,9102057374,,
20060401,2006,1/30/07,Low,4,Scott,1,1,9105233522,103,12.6
20060402,2006,1/30/07,Low,4,Scott,1,2,,,
20060403,2006,1/30/07,Low,4,Scott,1,3,9105257874,144,34.5
20060404,2006,1/30/07,Low,4,Scott,1,4,9105274821,143,32.8
20060405,2006,1/30/07,Low,4,Scott,1,5,9105238721,99,12
20060406,2006,1/30/07,Low,4,Scott,1,6,9105276109,102,11.9
20060407,2006,1/30/07,Low,4,Scott,1,7,9105256249,155,43.7
20060408,2006,1/30/07,Low,4,Scott,1,8,9105234219,130,26.8
20060409,2006,1/30/07,Low,4,Scott,1,9,9105239591,,
20060410,2006,1/30/07,Low,4,Scott,1,10,9102133446,,
20060411,2006,1/30/07,Low,4,Scott,1,11,9102124441,,
20060412,2006,1/30/07,Low,4,Scott,1,12,9105252813,136,28.8
20060413,2006,1/30/07,Low,4,Scott,1,13,9101950086,,
20060414,2006,1/30/07,Low,4,Scott,1,14,9105271671,69,4.2
20060415,2006,1/30/07,Low,4,Scott,1,15,9105279752,129,24.2
20060416,2006,1/30/07,Low,4,Scott,1,16,9102055451,160,50
20060417,2006,1/30/07,Low,4,Scott,1,17,9105269014,122,19.6
20060418,2006,1/30/07,Low,4,Scott,1,18,9101953653,170,58.7
20060419,2006,1/30/07,Low,4,Scott,1,19,9102047236,182,67.2
20060420,2006,1/30/07,Low,4,Scott,1,20,9102057374,,
20060401,2006,2/27/07,Low,4,Scott,1,1,9105233522,122,21.3
20060402,2006,2/27/07,Low,4,Scott,1,2,,,
20060403,2006,2/27/07,Low,4,Scott,1,3,9105257874,166,51.6
20060404,2006,2/27/07,Low,4,Scott,1,4,9105274821,160,44.5
20060405,2006,2/27/07,Low,4,Scott,1,5,9105238721,126,24.3
20060406,2006,2/27/07,Low,4,Scott,1,6,9105276109,114,17.6
20060407,2006,2/27/07,Low,4,Scott,1,7,9105256249,165,52.5
20060408,2006,2/27/07,Low,4,Scott,1,8,9105234219,151,40.3
20060409,2006,2/27/07,Low,4,Scott,1,9,9105239591,,
20060410,2006,2/27/07,Low,4,Scott,1,10,9102133446,,
20060411,2006,2/27/07,Low,4,Scott,1,11,9102124441,,
20060412,2006,2/27/07,Low,4,Scott,1,12,9105252813,155,44.4
20060413,2006,2/27/07,Low,4,Scott,1,13,9101950086,,
20060414,2006,2/27/07,Low,4,Scott,1,14,9105271671,79,6
20060415,2006,2/27/07,Low,4,Scott,1,15,9105279752,148,35.9
20060416,2006,2/27/07,Low,4,Scott,1,16,9102055451,162,53.3
20060417,2006,2/27/07,Low,4,Scott,1,17,9105269014,143,30.6
20060418,2006,2/27/07,Low,4,Scott,1,18,9101953653,183,70
20060419,2006,2/27/07,Low,4,Scott,1,19,9102047236,193,79.4
20060420,2006,2/27/07,Low,4,Scott,1,20,9102057374,,
20060401,2006,3/16/07,Low,4,Scott,1,1,9105233522,136,30.2
20060402,2006,3/16/07,Low,4,Scott,1,2,,,
20060403,2006,3/16/07,Low,4,Scott,1,3,9105257874,177,63.8
20060404,2006,3/16/07,Low,4,Scott,1,4,9105274821,169,50.1
20060405,2006,3/16/07,Low,4,Scott,1,5,9105238721,141,34.3
20060406,2006,3/16/07,Low,4,Scott,1,6,9105276109,125,22.7
20060407,2006,3/16/07,Low,4,Scott,1,7,9105256249,176,60
20060408,2006,3/16/07,Low,4,Scott,1,8,9105234219,162,48.2
20060409,2006,3/16/07,Low,4,Scott,1,9,9105239591,,
20060410,2006,3/16/07,Low,4,Scott,1,10,9102133446,,
20060411,2006,3/16/07,Low,4,Scott,1,11,9102124441,,
20060412,2006,3/16/07,Low,4,Scott,1,12,9105252813,166,52.1
20060413,2006,3/16/07,Low,4,Scott,1,13,9101950086,,
20060414,2006,3/16/07,Low,4,Scott,1,14,9105271671,85,7.9
20060415,2006,3/16/07,Low,4,Scott,1,15,9105279752,161,44.1
20060416,2006,3/16/07,Low,4,Scott,1,16,9102055451,170,60.6
20060417,2006,3/16/07,Low,4,Scott,1,17,9105269014,153,38.2
20060418,2006,3/16/07,Low,4,Scott,1,18,9101953653,193,80.5
20060419,2006,3/16/07,Low,4,Scott,1,19,9102047236,203,90.2
20060420,2006,3/16/07,Low,4,Scott,1,20,9102057374,,
20060501,2006,5/23/06,High,5,Coleman,4,1,9101869286,34,0.57
20060502,2006,5/23/06,High,5,Coleman,4,2,9102131814,40,0.85
20060503,2006,5/23/06,High,5,Coleman,4,3,9105262915,35,0.79
20060504,2006,5/23/06,High,5,Coleman,4,4,9105266931,41,0.96
20060505,2006,5/23/06,High,5,Coleman,4,5,9101869385,39,0.78
20060506,2006,5/23/06,High,5,Coleman,4,6,9105273682,38,0.67
20060507,2006,5/23/06,High,5,Coleman,4,7,9102133298,43,1.28
20060508,2006,5/23/06,High,5,Coleman,4,8,9101869169,38,0.83
20060509,2006,5/23/06,High,5,Coleman,4,9,9101915232,42,1.04
20060510,2006,5/23/06,High,5,Coleman,4,10,9105266992,37,0.69
20060511,2006,5/23/06,High,5,Coleman,4,11,9102059667,43,1.15
20060512,2006,5/23/06,High,5,Coleman,4,12,,31,0.32
20060513,2006,5/23/06,High,5,Coleman,4,13,9105248040,38,0.78
20060514,2006,5/23/06,High,5,Coleman,4,14,Spirulina,,
20060515,2006,5/23/06,High,5,Coleman,4,15,9101871902,37,0.7
20060516,2006,5/23/06,High,5,Coleman,4,16,9102128276,37,0.66
20060517,2006,5/23/06,High,5,Coleman,4,17,9101923761,42,1.09
20060518,2006,5/23/06,High,5,Coleman,4,18,9105263179,41,0.79
20060519,2006,5/23/06,High,5,Coleman,4,19,9105287677,38,0.79
20060520,2006,5/23/06,High,5,Coleman,4,20,9101920036,42,1.09
20060501,2006,6/22/06,High,5,Coleman,4,1,9101869286,46,1.3
20060502,2006,6/22/06,High,5,Coleman,4,2,9102131814,56,2.4
20060503,2006,6/22/06,High,5,Coleman,4,3,9105262915,52,1.8
20060504,2006,6/22/06,High,5,Coleman,4,4,9105266931,57,2.7
20060505,2006,6/22/06,High,5,Coleman,4,5,9101869385,51,1.6
20060506,2006,6/22/06,High,5,Coleman,4,6,9105273682,51,1.6
20060507,2006,6/22/06,High,5,Coleman,4,7,9102133298,70,5
20060508,2006,6/22/06,High,5,Coleman,4,8,9101869169,57,2.5
20060509,2006,6/22/06,High,5,Coleman,4,9,9101915232,58,2.4
20060510,2006,6/22/06,High,5,Coleman,4,10,9105266992,48,1.4
20060511,2006,6/22/06,High,5,Coleman,4,11,9102059667,55,2.2
20060512,2006,6/22/06,High,5,Coleman,4,12,,35,0.5
20060513,2006,6/22/06,High,5,Coleman,4,13,9105248040,50,1.4
20060514,2006,6/22/06,High,5,Coleman,4,14,Spirulina,,
20060515,2006,6/22/06,High,5,Coleman,4,15,9101871902,57,2.6
20060516,2006,6/22/06,High,5,Coleman,4,16,9102128276,54,2
20060517,2006,6/22/06,High,5,Coleman,4,17,9101923761,55,2.3
20060518,2006,6/22/06,High,5,Coleman,4,18,9105263179,53,2
20060519,2006,6/22/06,High,5,Coleman,4,19,9105287677,55,2.1
20060520,2006,6/22/06,High,5,Coleman,4,20,9101920036,57,2.5
20060501,2006,7/21/06,High,5,Coleman,4,1,9101869286,51,1.8
20060502,2006,7/21/06,High,5,Coleman,4,2,9102131814,64,3.7
20060503,2006,7/21/06,High,5,Coleman,4,3,9105262915,53,1.7
20060504,2006,7/21/06,High,5,Coleman,4,4,9105266931,60,2.6
20060505,2006,7/21/06,High,5,Coleman,4,5,9101869385,57,2.4
20060506,2006,7/21/06,High,5,Coleman,4,6,9105273682,57,2.5
20060507,2006,7/21/06,High,5,Coleman,4,7,9102133298,75,6.1
20060508,2006,7/21/06,High,5,Coleman,4,8,9101869169,63,3.2
20060509,2006,7/21/06,High,5,Coleman,4,9,9101915232,67,3.8
20060510,2006,7/21/06,High,5,Coleman,4,10,9105266992,53,1.9
20060511,2006,7/21/06,High,5,Coleman,4,11,9102059667,62,3.1
20060512,2006,7/21/06,High,5,Coleman,4,12,,38,0.6
20060513,2006,7/21/06,High,5,Coleman,4,13,9105248040,51,1.7
20060514,2006,7/21/06,High,5,Coleman,4,14,Spirulina,,
20060515,2006,7/21/06,High,5,Coleman,4,15,9101871902,63,3.1
20060516,2006,7/21/06,High,5,Coleman,4,16,9102128276,63,3.2
20060517,2006,7/21/06,High,5,Coleman,4,17,9101923761,63,3.4
20060518,2006,7/21/06,High,5,Coleman,4,18,9105263179,57,2.5
20060519,2006,7/21/06,High,5,Coleman,4,19,9105287677,58,2.6
20060520,2006,7/21/06,High,5,Coleman,4,20,9101920036,62,3.4
20060501,2006,8/16/06,Low,5,Coleman,4,1,9101869286,66,3.7
20060502,2006,8/16/06,Low,5,Coleman,4,2,9102131814,73,5.3
20060503,2006,8/16/06,Low,5,Coleman,4,3,9105262915,56,2.1
20060504,2006,8/16/06,Low,5,Coleman,4,4,9105266931,64,3.1
20060505,2006,8/16/06,Low,5,Coleman,4,5,9101869385,67,3.6
20060506,2006,8/16/06,Low,5,Coleman,4,6,9105273682,57,2.5
20060507,2006,8/16/06,Low,5,Coleman,4,7,9102133298,84,7.8
20060508,2006,8/16/06,Low,5,Coleman,4,8,9101869169,71,4.6
20060509,2006,8/16/06,Low,5,Coleman,4,9,9101915232,71,4.7
20060510,2006,8/16/06,Low,5,Coleman,4,10,9105266992,58,2.2
20060511,2006,8/16/06,Low,5,Coleman,4,11,9102059667,70,3.9
20060512,2006,8/16/06,Low,5,Coleman,4,12,,38,0.6
20060513,2006,8/16/06,Low,5,Coleman,4,13,9105248040,55,2.1
20060514,2006,8/16/06,Low,5,Coleman,4,14,Spirulina,53,1.5
20060515,2006,8/16/06,Low,5,Coleman,4,15,9101871902,71,4.4
20060516,2006,8/16/06,Low,5,Coleman,4,16,9102128276,73,4.7
20060517,2006,8/16/06,Low,5,Coleman,4,17,9101923761,70,4.7
20060518,2006,8/16/06,Low,5,Coleman,4,18,9105263179,63,3.4
20060519,2006,8/16/06,Low,5,Coleman,4,19,9105287677,64,3.4
20060520,2006,8/16/06,Low,5,Coleman,4,20,9101920036,69,4.6
20060501,2006,9/12/06,Low,5,Coleman,4,1,9101869286,73,5.1
20060502,2006,9/12/06,Low,5,Coleman,4,2,9102131814,80,7
20060503,2006,9/12/06,Low,5,Coleman,4,3,9105262915,64,3.2
20060504,2006,9/12/06,Low,5,Coleman,4,4,9105266931,68,3.7
20060505,2006,9/12/06,Low,5,Coleman,4,5,9101869385,75,5.6
20060506,2006,9/12/06,Low,5,Coleman,4,6,9105273682,65,3.4
20060507,2006,9/12/06,Low,5,Coleman,4,7,9102133298,92,9.8
20060508,2006,9/12/06,Low,5,Coleman,4,8,9101869169,78,5.9
20060509,2006,9/12/06,Low,5,Coleman,4,9,9101915232,78,6
20060510,2006,9/12/06,Low,5,Coleman,4,10,9105266992,62,2.9
20060511,2006,9/12/06,Low,5,Coleman,4,11,9102059667,80,6
20060512,2006,9/12/06,Low,5,Coleman,4,12,,41,0.8
20060513,2006,9/12/06,Low,5,Coleman,4,13,9105248040,61,2.8
20060514,2006,9/12/06,Low,5,Coleman,4,14,Spirulina,53,1.5
20060515,2006,9/12/06,Low,5,Coleman,4,15,9101871902,82,7
20060516,2006,9/12/06,Low,5,Coleman,4,16,9102128276,86,8.2
20060517,2006,9/12/06,Low,5,Coleman,4,17,9101923761,80,6.5
20060518,2006,9/12/06,Low,5,Coleman,4,18,9105263179,72,5.2
20060519,2006,9/12/06,Low,5,Coleman,4,19,9105287677,70,4.6
20060520,2006,9/12/06,Low,5,Coleman,4,20,9101920036,74,5.6
20060501,2006,10/9/06,Low,5,Coleman,4,1,9101869286,82,8.2
20060502,2006,10/9/06,Low,5,Coleman,4,2,9102131814,87,10.1
20060503,2006,10/9/06,Low,5,Coleman,4,3,9105262915,71,5
20060504,2006,10/9/06,Low,5,Coleman,4,4,9105266931,71,5.2
20060505,2006,10/9/06,Low,5,Coleman,4,5,9101869385,85,8
20060506,2006,10/9/06,Low,5,Coleman,4,6,9105273682,71,5.4
20060507,2006,10/9/06,Low,5,Coleman,4,7,9102133298,100,13.8
20060508,2006,10/9/06,Low,5,Coleman,4,8,9101869169,84,8.5
20060509,2006,10/9/06,Low,5,Coleman,4,9,9101915232,87,8.9
20060510,2006,10/9/06,Low,5,Coleman,4,10,9105266992,68,4.4
20060511,2006,10/9/06,Low,5,Coleman,4,11,9102059667,91,9.7
20060512,2006,10/9/06,Low,5,Coleman,4,12,,41,0.8
20060513,2006,10/9/06,Low,5,Coleman,4,13,9105248040,65,3.8
20060514,2006,10/9/06,Low,5,Coleman,4,14,Spirulina,52,1.3
20060515,2006,10/9/06,Low,5,Coleman,4,15,9101871902,91,10
20060516,2006,10/9/06,Low,5,Coleman,4,16,9102128276,99,13.6
20060517,2006,10/9/06,Low,5,Coleman,4,17,9101923761,85,9
20060518,2006,10/9/06,Low,5,Coleman,4,18,9105263179,80,8.2
20060519,2006,10/9/06,Low,5,Coleman,4,19,9105287677,76,6.7
20060520,2006,10/9/06,Low,5,Coleman,4,20,9101920036,79,7.2
20060501,2006,11/6/06,Low,5,Coleman,4,1,9101869286,97,12.2
20060502,2006,11/6/06,Low,5,Coleman,4,2,9102131814,102,14
20060503,2006,11/6/06,Low,5,Coleman,4,3,9105262915,84,8.1
20060504,2006,11/6/06,Low,5,Coleman,4,4,9105266931,79,5.8
20060505,2006,11/6/06,Low,5,Coleman,4,5,9101869385,99,11.2
20060506,2006,11/6/06,Low,5,Coleman,4,6,9105273682,82,7.7
20060507,2006,11/6/06,Low,5,Coleman,4,7,9102133298,116,21.2
20060508,2006,11/6/06,Low,5,Coleman,4,8,9101869169,98,12.2
20060509,2006,11/6/06,Low,5,Coleman,4,9,9101915232,99,11.9
20060510,2006,11/6/06,Low,5,Coleman,4,10,9105266992,77,6
20060511,2006,11/6/06,Low,5,Coleman,4,11,9102059667,106,14.4
20060512,2006,11/6/06,Low,5,Coleman,4,12,,,
20060513,2006,11/6/06,Low,5,Coleman,4,13,9105248040,71,5
20060514,2006,11/6/06,Low,5,Coleman,4,14,Spirulina,,
20060515,2006,11/6/06,Low,5,Coleman,4,15,9101871902,102,14.4
20060516,2006,11/6/06,Low,5,Coleman,4,16,9102128276,117,21.1
20060517,2006,11/6/06,Low,5,Coleman,4,17,9101923761,101,12.5
20060518,2006,11/6/06,Low,5,Coleman,4,18,9105263179,92,11.3
20060519,2006,11/6/06,Low,5,Coleman,4,19,9105287677,87,9.2
20060520,2006,11/6/06,Low,5,Coleman,4,20,9101920036,89,9.6
20060501,2006,12/4/06,Low,5,Coleman,4,1,9101869286,112,19.3
20060502,2006,12/4/06,Low,5,Coleman,4,2,9102131814,107,17.2
20060503,2006,12/4/06,Low,5,Coleman,4,3,9105262915,97,11.3
20060504,2006,12/4/06,Low,5,Coleman,4,4,9105266931,85,8.2
20060505,2006,12/4/06,Low,5,Coleman,4,5,9101869385,111,16.3
20060506,2006,12/4/06,Low,5,Coleman,4,6,9105273682,92,10.8
20060507,2006,12/4/06,Low,5,Coleman,4,7,9102133298,131,29.6
20060508,2006,12/4/06,Low,5,Coleman,4,8,9101869169,114,20.6
20060509,2006,12/4/06,Low,5,Coleman,4,9,9101915232,113,19.1
20060510,2006,12/4/06,Low,5,Coleman,4,10,9105266992,88,8.7
20060511,2006,12/4/06,Low,5,Coleman,4,11,9102059667,125,24.3
20060512,2006,12/4/06,Low,5,Coleman,4,12,,,
20060513,2006,12/4/06,Low,5,Coleman,4,13,9105248040,80,7.2
20060514,2006,12/4/06,Low,5,Coleman,4,14,Spirulina,,
20060515,2006,12/4/06,Low,5,Coleman,4,15,9101871902,116,20.1
20060516,2006,12/4/06,Low,5,Coleman,4,16,9102128276,140,33.8
20060517,2006,12/4/06,Low,5,Coleman,4,17,9101923761,112,19
20060518,2006,12/4/06,Low,5,Coleman,4,18,9105263179,104,18.3
20060519,2006,12/4/06,Low,5,Coleman,4,19,9105287677,94,12.1
20060520,2006,12/4/06,Low,5,Coleman,4,20,9101920036,96,12
20060501,2006,1/2/07,Low,5,Coleman,4,1,9101869286,132,28.7
20060502,2006,1/2/07,Low,5,Coleman,4,2,9102131814,120,21.6
20060503,2006,1/2/07,Low,5,Coleman,4,3,9105262915,111,15.5
20060504,2006,1/2/07,Low,5,Coleman,4,4,9105266931,97,10.6
20060505,2006,1/2/07,Low,5,Coleman,4,5,9101869385,128,23.6
20060506,2006,1/2/07,Low,5,Coleman,4,6,9105273682,105,14.6
20060507,2006,1/2/07,Low,5,Coleman,4,7,9102133298,146,38.7
20060508,2006,1/2/07,Low,5,Coleman,4,8,9101869169,137,33.7
20060509,2006,1/2/07,Low,5,Coleman,4,9,9101915232,134,28.6
20060510,2006,1/2/07,Low,5,Coleman,4,10,9105266992,100,11.8
20060511,2006,1/2/07,Low,5,Coleman,4,11,9102059667,143,33.2
20060512,2006,1/2/07,Low,5,Coleman,4,12,,,
20060513,2006,1/2/07,Low,5,Coleman,4,13,9105248040,93,10.4
20060514,2006,1/2/07,Low,5,Coleman,4,14,Spirulina,,
20060515,2006,1/2/07,Low,5,Coleman,4,15,9101871902,,
20060516,2006,1/2/07,Low,5,Coleman,4,16,9102128276,158,47.3
20060517,2006,1/2/07,Low,5,Coleman,4,17,9101923761,135,29
20060518,2006,1/2/07,Low,5,Coleman,4,18,9105263179,126,28.1
20060519,2006,1/2/07,Low,5,Coleman,4,19,9105287677,,
20060520,2006,1/2/07,Low,5,Coleman,4,20,9101920036,,
20060501,2006,1/30/07,Low,5,Coleman,4,1,9101869286,154,48.8
20060502,2006,1/30/07,Low,5,Coleman,4,2,9102131814,142,39
20060503,2006,1/30/07,Low,5,Coleman,4,3,9105262915,129,26.1
20060504,2006,1/30/07,Low,5,Coleman,4,4,9105266931,111,17.1
20060505,2006,1/30/07,Low,5,Coleman,4,5,9101869385,151,43.3
20060506,2006,1/30/07,Low,5,Coleman,4,6,9105273682,123,24.6
20060507,2006,1/30/07,Low,5,Coleman,4,7,9102133298,169,60.6
20060508,2006,1/30/07,Low,5,Coleman,4,8,9101869169,162,56.6
20060509,2006,1/30/07,Low,5,Coleman,4,9,9101915232,159,48.8
20060510,2006,1/30/07,Low,5,Coleman,4,10,9105266992,113,19
20060511,2006,1/30/07,Low,5,Coleman,4,11,9102059667,163,55.2
20060512,2006,1/30/07,Low,5,Coleman,4,12,,,
20060513,2006,1/30/07,Low,5,Coleman,4,13,9105248040,112,19.2
20060514,2006,1/30/07,Low,5,Coleman,4,14,Spirulina,,
20060515,2006,1/30/07,Low,5,Coleman,4,15,9101871902,,
20060516,2006,1/30/07,Low,5,Coleman,4,16,9102128276,180,72.4
20060517,2006,1/30/07,Low,5,Coleman,4,17,9101923761,160,50.8
20060518,2006,1/30/07,Low,5,Coleman,4,18,9105263179,151,51.1
20060519,2006,1/30/07,Low,5,Coleman,4,19,9105287677,,
20060520,2006,1/30/07,Low,5,Coleman,4,20,9101920036,,
20060501,2006,2/27/07,High,5,Coleman,4,1,9101869286,186,92.5
20060502,2006,2/27/07,High,5,Coleman,4,2,9102131814,164,60.1
20060503,2006,2/27/07,High,5,Coleman,4,3,9105262915,158,50
20060504,2006,2/27/07,High,5,Coleman,4,4,9105266931,136,29.7
20060505,2006,2/27/07,High,5,Coleman,4,5,9101869385,189,84.2
20060506,2006,2/27/07,High,5,Coleman,4,6,9105273682,146,43.8
20060507,2006,2/27/07,High,5,Coleman,4,7,9102133298,205,117.5
20060508,2006,2/27/07,High,5,Coleman,4,8,9101869169,190,84.3
20060509,2006,2/27/07,High,5,Coleman,4,9,9101915232,192,92.7
20060510,2006,2/27/07,High,5,Coleman,4,10,9105266992,141,34.6
20060511,2006,2/27/07,High,5,Coleman,4,11,9102059667,196,92.7
20060512,2006,2/27/07,High,5,Coleman,4,12,,,
20060513,2006,2/27/07,High,5,Coleman,4,13,9105248040,140,37.5
20060514,2006,2/27/07,High,5,Coleman,4,14,Spirulina,,
20060515,2006,2/27/07,High,5,Coleman,4,15,9101871902,,
20060516,2006,2/27/07,High,5,Coleman,4,16,9102128276,214,126.1
20060517,2006,2/27/07,High,5,Coleman,4,17,9101923761,188,80.9
20060518,2006,2/27/07,High,5,Coleman,4,18,9105263179,185,100.7
20060519,2006,2/27/07,High,5,Coleman,4,19,9105287677,,
20060520,2006,2/27/07,High,5,Coleman,4,20,9101920036,,
20060501,2006,3/16/07,High,5,Coleman,4,1,9101869286,204,120.6
20060502,2006,3/16/07,High,5,Coleman,4,2,9102131814,181,79.4
20060503,2006,3/16/07,High,5,Coleman,4,3,9105262915,173,61.5
20060504,2006,3/16/07,High,5,Coleman,4,4,9105266931,147,38.9
20060505,2006,3/16/07,High,5,Coleman,4,5,9101869385,208,116.8
20060506,2006,3/16/07,High,5,Coleman,4,6,9105273682,158,46.7
20060507,2006,3/16/07,High,5,Coleman,4,7,9102133298,230,175.5
20060508,2006,3/16/07,High,5,Coleman,4,8,9101869169,194,86.2
20060509,2006,3/16/07,High,5,Coleman,4,9,9101915232,212,124.7
20060510,2006,3/16/07,High,5,Coleman,4,10,9105266992,157,48.9
20060511,2006,3/16/07,High,5,Coleman,4,11,9102059667,214,120.9
20060512,2006,3/16/07,High,5,Coleman,4,12,,,
